Date,Product ID,Model,Serial Number,Quantity,Entity,Ref No.,Person,Remark
20 Jan 26,ACI-01,HAS-5.0LV-EUG1,208324380857,,Simat,,Wuttikorn,
20 Jan 26,RSD-08,HYS-6.0LV-EUGI,200524381483,,Simat,,Wuttikorn,
20 Jan 26,Bat-07,LB-5S-G1-PackA,H10PACK-A202410030119,,Simat,,Wuttikorn,
20 Jan 26,Bat-08,LB-5S-G1-PackB,H10PACK-B202410030170,,Simat,,Wuttikorn,
20 Jan 26,KEH-01,SPI10K-B X2,5A1606111980P3B03076,,Simat,,Wuttikorn,
20 Jan 26,KEH-03,SPI5000-B2,E47123101083,,Simat,,Wuttikorn,
20 Jan 26,SM-04,DDSD1352-CT,24052106440038,,Simat,,Wuttikorn,
20 Jan 26,SM-05,DTSD3366D-W1-A,240516080018,,Simat,,Wuttikorn,
20 Jan 26,SM-05,DTSD3366D-W1-A,231104670018,,Simat,,Wuttikorn,
20 Jan 26,SM-06,DTSU666 100/40mA,230224379765,,Simat,,Wuttikorn,
20 Jan 26,SM-07,DTSU666-Via-CT-3-5A-HMicro,4F03A0001151,,Simat,,Wuttikorn,
20 Jan 26,SM-07,DTSU666-Via-CT-3-5A-HMicro,4F03A0000389,,Simat,,Wuttikorn,
20 Jan 26,SM-07,DTSU666-Via-CT-3-5A-HMicro,4F03A0000383,,Simat,,Wuttikorn,
20 Jan 26,SM-07,DTSU666-Via-CT-3-5A-HMicro,4F03A0000373,,Simat,,Wuttikorn,
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,4F03A0000383,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,4F03A0000373,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,4F03A0000389,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,4F03A0001151,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,240519144870,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,240519144882,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,240519144865,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,SM-08,DTSU666 CT-3-1.5(6)A,240412092350,,Simat,,Wuttikorn,*ไม่มีใน inventory
20 Jan 26,KEH-04,SPI7000-B X2,5A1606111980P3B03216,,Simat,,Wuttikorn,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
23 Jan 26,2026-01-23,,,12345,,,,
